Name,Day,Friends,Description,Group,Notes,Type,URL,Visited
Tokyo DisneySea adventure,Day 9,Nicole,"08:00-19:30 — Soar on Soaring, dive into Journey to the Center, and catch the evening Harbor of Dreams show with Christmas overlays.",Tokyo,"Resort line from Maihama Station; use Premier Access for Soaring + Journey to shorten queues. Booking: Buy 1-day passports (¥10,900 pp) + 2 Premier Access per headline attraction. With Henry + Nana + Nicole + Ken Budget around £235.68 Coordinate Genie Premier Access windows; matching earth-tone outfits.",Theme Park,https://maps.google.com/?cid=4703760703938833701,No
Tokyo DisneySea adventure,Day 9,Ken,"08:00-19:30 — Soar on Soaring, dive into Journey to the Center, and catch the evening Harbor of Dreams show with Christmas overlays.",Tokyo,"Resort line from Maihama Station; use Premier Access for Soaring + Journey to shorten queues. Booking: Buy 1-day passports (¥10,900 pp) + 2 Premier Access per headline attraction. With Henry + Nana + Nicole + Ken Budget around £235.68 Coordinate Genie Premier Access windows; matching earth-tone outfits.",Theme Park,https://maps.google.com/?cid=4703760703938833701,No
Disney Ambassador Hotel lounge reset,Day 9,Henry,14:00-15:30 — Afternoon tea at Hyperion Lounge to recharge mid-park with seasonal desserts and photo ops.,Tokyo,5-minute walk from park entrance; deposit bags with bell desk before lounge visit. Booking: Reserve 14:00 seating via official app; note birthday celebration. With Henry + Nana + Nicole + Ken Budget around £86.49 Collect exclusive hotel pin for keepsake board.,Lodging,https://maps.google.com/?cid=6044710685353048397,No
Disney Ambassador Hotel lounge reset,Day 9,Nana,14:00-15:30 — Afternoon tea at Hyperion Lounge to recharge mid-park with seasonal desserts and photo ops.,Tokyo,5-minute walk from park entrance; deposit bags with bell desk before lounge visit. Booking: Reserve 14:00 seating via official app; note birthday celebration. With Henry + Nana + Nicole + Ken Budget around £86.49 Collect exclusive hotel pin for keepsake board.,Lodging,https://maps.google.com/?cid=6044710685353048397,No
Disney Ambassador Hotel lounge reset,Day 9,Nicole,14:00-15:30 — Afternoon tea at Hyperion Lounge to recharge mid-park with seasonal desserts and photo ops.,Tokyo,5-minute walk from park entrance; deposit bags with bell desk before lounge visit. Booking: Reserve 14:00 seating via official app; note birthday celebration. With Henry + Nana + Nicole + Ken Budget around £86.49 Collect exclusive hotel pin for keepsake board.,Lodging,https://maps.google.com/?cid=6044710685353048397,No
Disney Ambassador Hotel lounge reset,Day 9,Ken,14:00-15:30 — Afternoon tea at Hyperion Lounge to recharge mid-park with seasonal desserts and photo ops.,Tokyo,5-minute walk from park entrance; deposit bags with bell desk before lounge visit. Booking: Reserve 14:00 seating via official app; note birthday celebration. With Henry + Nana + Nicole + Ken Budget around £86.49 Collect exclusive hotel pin for keepsake board.,Lodging,https://maps.google.com/?cid=6044710685353048397,No
MIMARU Tokyo Shinjuku WEST pajama party,Day 9,Henry,"21:00-23:30 — Apartment-style suite with tatami bunk beds, kitchen for snacks, and board games for a nostalgic sleepover.",Tokyo,Taxi from Nihonbashi (~25 min). Request Pokémon-themed room if available. Booking: Book 2-bedroom suite for Nov 23; add breakfast basket. With Henry + Nana + Nicole + Ken Budget around £194.59 Set up board games and projector for post-park wind-down.,Lodging,https://maps.google.com/?cid=15607418906888136225,No
MIMARU Tokyo Shinjuku WEST pajama party,Day 9,Nana,"21:00-23:30 — Apartment-style suite with tatami bunk beds, kitchen for snacks, and board games for a nostalgic sleepover.",Tokyo,Taxi from Nihonbashi (~25 min). Request Pokémon-themed room if available. Booking: Book 2-bedroom suite for Nov 23; add breakfast basket. With Henry + Nana + Nicole + Ken Budget around £194.59 Set up board games and projector for post-park wind-down.,Lodging,https://maps.google.com/?cid=15607418906888136225,No
MIMARU Tokyo Shinjuku WEST pajama party,Day 9,Nicole,"21:00-23:30 — Apartment-style suite with tatami bunk beds, kitchen for snacks, and board games for a nostalgic sleepover.",Tokyo,Taxi from Nihonbashi (~25 min). Request Pokémon-themed room if available. Booking: Book 2-bedroom suite for Nov 23; add breakfast basket. With Henry + Nana + Nicole + Ken Budget around £194.59 Set up board games and projector for post-park wind-down.,Lodging,https://maps.google.com/?cid=15607418906888136225,No
MIMARU Tokyo Shinjuku WEST pajama party,Day 9,Ken,"21:00-23:30 — Apartment-style suite with tatami bunk beds, kitchen for snacks, and board games for a nostalgic sleepover.",Tokyo,Taxi from Nihonbashi (~25 min). Request Pokémon-themed room if available. Booking: Book 2-bedroom suite for Nov 23; add breakfast basket. With Henry + Nana + Nicole + Ken Budget around £194.59 Set up board games and projector for post-park wind-down.,Lodging,https://maps.google.com/?cid=15607418906888136225,No
Toyosu Market sushi breakfast,Day 10,Henry,07:30-09:00 — Queue early for Daiwa Sushi omakase and check rooftop gardens overlooking the bay.,Tokyo Toyosu,Yurikamome to Shijo-mae; arrive 07:00 to secure counter seats. Booking: Some stalls accept reservations—call ahead for group of four. With Henry + Nana + Nicole + Ken Budget around £86.49 Grab souvenir knives for cooking friends.,Food,https://maps.google.com/?cid=7225947371004553622,No
Toyosu Market sushi breakfast,Day 10,Nana,07:30-09:00 — Queue early for Daiwa Sushi omakase and check rooftop gardens overlooking the bay.,Tokyo Toyosu,Yurikamome to Shijo-mae; arrive 07:00 to secure counter seats. Booking: Some stalls accept reservations—call ahead for group of four. With Henry + Nana + Nicole + Ken Budget around £86.49 Grab souvenir knives for cooking friends.,Food,https://maps.google.com/?cid=7225947371004553622,No
Toyosu Market sushi breakfast,Day 10,Nicole,07:30-09:00 — Queue early for Daiwa Sushi omakase and check rooftop gardens overlooking the bay.,Tokyo Toyosu,Yurikamome to Shijo-mae; arrive 07:00 to secure counter seats. Booking: Some stalls accept reservations—call ahead for group of four. With Henry + Nana + Nicole + Ken Budget around £86.49 Grab souvenir knives for cooking friends.,Food,https://maps.google.com/?cid=7225947371004553622,No
Toyosu Market sushi breakfast,Day 10,Ken,07:30-09:00 — Queue early for Daiwa Sushi omakase and check rooftop gardens overlooking the bay.,Tokyo Toyosu,Yurikamome to Shijo-mae; arrive 07:00 to secure counter seats. Booking: Some stalls accept reservations—call ahead for group of four. With Henry + Nana + Nicole + Ken Budget around £86.49 Grab souvenir knives for cooking friends.,Food,https://maps.google.com/?cid=7225947371004553622,No
teamLab Planets TOKYO DMM,Day 10,Henry,"09:30-11:30 — Barefoot, multi-sensory art spaces with mirrored water rooms—perfect for collaborative photos.",Tokyo,"Yurikamome to Shin-Toyosu. Bring small towel for water installations. Booking: Book 09:00 slot (¥3,800 pp). Add photo plan for digital downloads. With Henry + Nana + Nicole + Ken Budget around £82.16 Coordinate matching monochrome outfits for reflective shots.",Immersive Art,https://maps.google.com/?cid=7918542870314997282,No
teamLab Planets TOKYO DMM,Day 10,Nana,"09:30-11:30 — Barefoot, multi-sensory art spaces with mirrored water rooms—perfect for collaborative photos.",Tokyo,"Yurikamome to Shin-Toyosu. Bring small towel for water installations. Booking: Book 09:00 slot (¥3,800 pp). Add photo plan for digital downloads. With Henry + Nana + Nicole + Ken Budget around £82.16 Coordinate matching monochrome outfits for reflective shots.",Immersive Art,https://maps.google.com/?cid=7918542870314997282,No
teamLab Planets TOKYO DMM,Day 10,Nicole,"09:30-11:30 — Barefoot, multi-sensory art spaces with mirrored water rooms—perfect for collaborative photos.",Tokyo,"Yurikamome to Shin-Toyosu. Bring small towel for water installations. Booking: Book 09:00 slot (¥3,800 pp). Add photo plan for digital downloads. With Henry + Nana + Nicole + Ken Budget around £82.16 Coordinate matching monochrome outfits for reflective shots.",Immersive Art,https://maps.google.com/?cid=7918542870314997282,No
teamLab Planets TOKYO DMM,Day 10,Ken,"09:30-11:30 — Barefoot, multi-sensory art spaces with mirrored water rooms—perfect for collaborative photos.",Tokyo,"Yurikamome to Shin-Toyosu. Bring small towel for water installations. Booking: Book 09:00 slot (¥3,800 pp). Add photo plan for digital downloads. With Henry + Nana + Nicole + Ken Budget around £82.16 Coordinate matching monochrome outfits for reflective shots.",Immersive Art,https://maps.google.com/?cid=7918542870314997282,No
Pokémon Café Nihonbashi,Day 10,Henry,"12:30-14:00 — Adorable character plates, latte art, and special edition merch with tableside Pikachu show.",Tokyo,"5F Takashimaya annex; arrive 15 minutes early to check in. Average spend ¥3,000 pp. Booking: Reservations open exactly 31 days in advance at 18:00 JST—set reminder. With Henry + Nana + Nicole + Ken Budget around £64.86 Order seasonal dessert for Ken’s birthday shout-out.",Food,https://maps.google.com/?cid=4725603843889793061,No
Pokémon Café Nihonbashi,Day 10,Nana,"12:30-14:00 — Adorable character plates, latte art, and special edition merch with tableside Pikachu show.",Tokyo,"5F Takashimaya annex; arrive 15 minutes early to check in. Average spend ¥3,000 pp. Booking: Reservations open exactly 31 days in advance at 18:00 JST—set reminder. With Henry + Nana + Nicole + Ken Budget around £64.86 Order seasonal dessert for Ken’s birthday shout-out.",Food,https://maps.google.com/?cid=4725603843889793061,No
Pokémon Café Nihonbashi,Day 10,Nicole,"12:30-14:00 — Adorable character plates, latte art, and special edition merch with tableside Pikachu show.",Tokyo,"5F Takashimaya annex; arrive 15 minutes early to check in. Average spend ¥3,000 pp. Booking: Reservations open exactly 31 days in advance at 18:00 JST—set reminder. With Henry + Nana + Nicole + Ken Budget around £64.86 Order seasonal dessert for Ken’s birthday shout-out.",Food,https://maps.google.com/?cid=4725603843889793061,No
Pokémon Café Nihonbashi,Day 10,Ken,"12:30-14:00 — Adorable character plates, latte art, and special edition merch with tableside Pikachu show.",Tokyo,"5F Takashimaya annex; arrive 15 minutes early to check in. Average spend ¥3,000 pp. Booking: Reservations open exactly 31 days in advance at 18:00 JST—set reminder. With Henry + Nana + Nicole + Ken Budget around £64.86 Order seasonal dessert for Ken’s birthday shout-out.",Food,https://maps.google.com/?cid=4725603843889793061,No
Odaiba Seaside Park & Palette Town wheel,Day 10,Henry,"15:00-17:00 — Stroll the waterfront, shop DiverCity, and ride the Daikanransha Ferris wheel at sunset.",Tokyo Odaiba,Yurikamome line from Toyosu; lockers available at Aqua City. Booking: Reserve priority gondola for golden hour views. With Henry + Nana + Nicole + Ken Budget around £21.62 Swing by Unicorn Gundam for photo op.,Attractions,https://maps.google.com/?cid=4053145678689472710,No
Odaiba Seaside Park & Palette Town wheel,Day 10,Nana,"15:00-17:00 — Stroll the waterfront, shop DiverCity, and ride the Daikanransha Ferris wheel at sunset.",Tokyo Odaiba,Yurikamome line from Toyosu; lockers available at Aqua City. Booking: Reserve priority gondola for golden hour views. With Henry + Nana + Nicole + Ken Budget around £21.62 Swing by Unicorn Gundam for photo op.,Attractions,https://maps.google.com/?cid=4053145678689472710,No
Odaiba Seaside Park & Palette Town wheel,Day 10,Nicole,"15:00-17:00 — Stroll the waterfront, shop DiverCity, and ride the Daikanransha Ferris wheel at sunset.",Tokyo Odaiba,Yurikamome line from Toyosu; lockers available at Aqua City. Booking: Reserve priority gondola for golden hour views. With Henry + Nana + Nicole + Ken Budget around £21.62 Swing by Unicorn Gundam for photo op.,Attractions,https://maps.google.com/?cid=4053145678689472710,No
Odaiba Seaside Park & Palette Town wheel,Day 10,Ken,"15:00-17:00 — Stroll the waterfront, shop DiverCity, and ride the Daikanransha Ferris wheel at sunset.",Tokyo Odaiba,Yurikamome line from Toyosu; lockers available at Aqua City. Booking: Reserve priority gondola for golden hour views. With Henry + Nana + Nicole + Ken Budget around £21.62 Swing by Unicorn Gundam for photo op.,Attractions,https://maps.google.com/?cid=4053145678689472710,No
Karaoke Kan Shibuya all-out session,Day 10,Henry,"20:00-22:30 — Sing through anime themes, K-pop, and nostalgic hits with drink package and custom cake delivery.",Tokyo,Reserve party room with neon lighting; bring Polaroid for instant keepsakes. Booking: Book 3-hour plan with unlimited soft drinks + two cocktails per person. With Henry + Nana + Nicole + Ken Budget around £97.30 Bring Polaroid for souvenir wall; celebrate Shin & Henryr birthdays.,Nightlife,https://maps.google.com/?cid=7596898140513591090,No
Karaoke Kan Shibuya all-out session,Day 10,Nana,"20:00-22:30 — Sing through anime themes, K-pop, and nostalgic hits with drink package and custom cake delivery.",Tokyo,Reserve party room with neon lighting; bring Polaroid for instant keepsakes. Booking: Book 3-hour plan with unlimited soft drinks + two cocktails per person. With Henry + Nana + Nicole + Ken Budget around £97.30 Bring Polaroid for souvenir wall; celebrate Shin & Henryr birthdays.,Nightlife,https://maps.google.com/?cid=7596898140513591090,No
Karaoke Kan Shibuya all-out session,Day 10,Nicole,"20:00-22:30 — Sing through anime themes, K-pop, and nostalgic hits with drink package and custom cake delivery.",Tokyo,Reserve party room with neon lighting; bring Polaroid for instant keepsakes. Booking: Book 3-hour plan with unlimited soft drinks + two cocktails per person. With Henry + Nana + Nicole + Ken Budget around £97.30 Bring Polaroid for souvenir wall; celebrate Shin & Henryr birthdays.,Nightlife,https://maps.google.com/?cid=7596898140513591090,No
Karaoke Kan Shibuya all-out session,Day 10,Ken,"20:00-22:30 — Sing through anime themes, K-pop, and nostalgic hits with drink package and custom cake delivery.",Tokyo,Reserve party room with neon lighting; bring Polaroid for instant keepsakes. Booking: Book 3-hour plan with unlimited soft drinks + two cocktails per person. With Henry + Nana + Nicole + Ken Budget around £97.30 Bring Polaroid for souvenir wall; celebrate Shin & Henryr birthdays.,Nightlife,https://maps.google.com/?cid=7596898140513591090,No
Meiji Jingu morning blessing,Day 11,Phil,"09:00-10:00 — Walk the forested approach, offer ema, and pick omamori for friends.",Tokyo Harajuku,Enter via Harajuku Station South Gate; cleanse at temizuya. Booking: No booking; avoid wedding procession lanes. With Henry + Nana + Nicole + Ken Budget around £5.41 Write wish for Nanako’s work balance and shared adventures.,Culture,https://maps.google.com/?cid=10361244767556222835,No
Meiji Jingu morning blessing,Day 11,Henry,"09:00-10:00 — Walk the forested approach, offer ema, and pick omamori for friends.",Tokyo Harajuku,Enter via Harajuku Station South Gate; cleanse at temizuya. Booking: No booking; avoid wedding procession lanes. With Henry + Nana + Nicole + Ken Budget around £5.41 Write wish for Nanako’s work balance and shared adventures.,Culture,https://maps.google.com/?cid=10361244767556222835,No
Meiji Jingu morning blessing,Day 11,Nana,"09:00-10:00 — Walk the forested approach, offer ema, and pick omamori for friends.",Tokyo Harajuku,Enter via Harajuku Station South Gate; cleanse at temizuya. Booking: No booking; avoid wedding procession lanes. With Henry + Nana + Nicole + Ken Budget around £5.41 Write wish for Nanako’s work balance and shared adventures.,Culture,https://maps.google.com/?cid=10361244767556222835,No
Meiji Jingu morning blessing,Day 11,Nicole,"09:00-10:00 — Walk the forested approach, offer ema, and pick omamori for friends.",Tokyo Harajuku,Enter via Harajuku Station South Gate; cleanse at temizuya. Booking: No booking; avoid wedding procession lanes. With Henry + Nana + Nicole + Ken Budget around £5.41 Write wish for Nanako’s work balance and shared adventures.,Culture,https://maps.google.com/?cid=10361244767556222835,No
Meiji Jingu morning blessing,Day 11,Ken,"09:00-10:00 — Walk the forested approach, offer ema, and pick omamori for friends.",Tokyo Harajuku,Enter via Harajuku Station South Gate; cleanse at temizuya. Booking: No booking; avoid wedding procession lanes. With Henry + Nana + Nicole + Ken Budget around £5.41 Write wish for Nanako’s work balance and shared adventures.,Culture,https://maps.google.com/?cid=10361244767556222835,No
Meiji Jingu morning blessing,Day 11,James,"09:00-10:00 — Walk the forested approach, offer ema, and pick omamori for friends.",Tokyo Harajuku,Enter via Harajuku Station South Gate; cleanse at temizuya. Booking: No booking; avoid wedding procession lanes. With Henry + Nana + Nicole + Ken Budget around £5.41 Write wish for Nanako’s work balance and shared adventures.,Culture,https://maps.google.com/?cid=10361244767556222835,No
Afuri Harajuku yuzu ramen lunch,Day 11,Phil,11:00-12:00 — Freshen up with light yuzu shio ramen and vegan seasonal bowls before diving into Takeshita chaos.,Tokyo,Order via vending machine; share karaage side. Seating limited—arrive before peak rush. Booking: No reservations; have Suica ready for quick payment. With Henry + Nana + Nicole + Ken Budget around £27.03 Nicole loves spicy—grab the tsukemen option for her.,Food,https://maps.google.com/?cid=14658399961265590294,No
Afuri Harajuku yuzu ramen lunch,Day 11,Henry,11:00-12:00 — Freshen up with light yuzu shio ramen and vegan seasonal bowls before diving into Takeshita chaos.,Tokyo,Order via vending machine; share karaage side. Seating limited—arrive before peak rush. Booking: No reservations; have Suica ready for quick payment. With Henry + Nana + Nicole + Ken Budget around £27.03 Nicole loves spicy—grab the tsukemen option for her.,Food,https://maps.google.com/?cid=14658399961265590294,No
Afuri Harajuku yuzu ramen lunch,Day 11,Nana,11:00-12:00 — Freshen up with light yuzu shio ramen and vegan seasonal bowls before diving into Takeshita chaos.,Tokyo,Order via vending machine; share karaage side. Seating limited—arrive before peak rush. Booking: No reservations; have Suica ready for quick payment. With Henry + Nana + Nicole + Ken Budget around £27.03 Nicole loves spicy—grab the tsukemen option for her.,Food,https://maps.google.com/?cid=14658399961265590294,No
Afuri Harajuku yuzu ramen lunch,Day 11,Nicole,11:00-12:00 — Freshen up with light yuzu shio ramen and vegan seasonal bowls before diving into Takeshita chaos.,Tokyo,Order via vending machine; share karaage side. Seating limited—arrive before peak rush. Booking: No reservations; have Suica ready for quick payment. With Henry + Nana + Nicole + Ken Budget around £27.03 Nicole loves spicy—grab the tsukemen option for her.,Food,https://maps.google.com/?cid=14658399961265590294,No
Afuri Harajuku yuzu ramen lunch,Day 11,Ken,11:00-12:00 — Freshen up with light yuzu shio ramen and vegan seasonal bowls before diving into Takeshita chaos.,Tokyo,Order via vending machine; share karaage side. Seating limited—arrive before peak rush. Booking: No reservations; have Suica ready for quick payment. With Henry + Nana + Nicole + Ken Budget around £27.03 Nicole loves spicy—grab the tsukemen option for her.,Food,https://maps.google.com/?cid=14658399961265590294,No
Afuri Harajuku yuzu ramen lunch,Day 11,James,11:00-12:00 — Freshen up with light yuzu shio ramen and vegan seasonal bowls before diving into Takeshita chaos.,Tokyo,Order via vending machine; share karaage side. Seating limited—arrive before peak rush. Booking: No reservations; have Suica ready for quick payment. With Henry + Nana + Nicole + Ken Budget around £27.03 Nicole loves spicy—grab the tsukemen option for her.,Food,https://maps.google.com/?cid=14658399961265590294,No
Takeshita Street & Harajuku ateliers,Day 11,Phil,"12:00-14:30 — Hop between Laforet pop-ups, 6%DOKIDOKI, and vintage sneaker shops while trying crepes and purikura booths.",Tokyo,Create shared AirDrop album for haul photos. Visit Moshi Moshi Box for free Wi-Fi & maps. Booking: Book 15:00 purikura slot at NOA Café for group shots. With Henry + Nana + Nicole + Ken Budget around £108.11 Add Soosh + 6%DOKIDOKI + Kiddy Land map pins.,Shopping,https://maps.google.com/?cid=14032878377351675573,No
Takeshita Street & Harajuku ateliers,Day 11,Henry,"12:00-14:30 — Hop between Laforet pop-ups, 6%DOKIDOKI, and vintage sneaker shops while trying crepes and purikura booths.",Tokyo,Create shared AirDrop album for haul photos. Visit Moshi Moshi Box for free Wi-Fi & maps. Booking: Book 15:00 purikura slot at NOA Café for group shots. With Henry + Nana + Nicole + Ken Budget around £108.11 Add Soosh + 6%DOKIDOKI + Kiddy Land map pins.,Shopping,https://maps.google.com/?cid=14032878377351675573,No
Takeshita Street & Harajuku ateliers,Day 11,Nana,"12:00-14:30 — Hop between Laforet pop-ups, 6%DOKIDOKI, and vintage sneaker shops while trying crepes and purikura booths.",Tokyo,Create shared AirDrop album for haul photos. Visit Moshi Moshi Box for free Wi-Fi & maps. Booking: Book 15:00 purikura slot at NOA Café for group shots. With Henry + Nana + Nicole + Ken Budget around £108.11 Add Soosh + 6%DOKIDOKI + Kiddy Land map pins.,Shopping,https://maps.google.com/?cid=14032878377351675573,No
Takeshita Street & Harajuku ateliers,Day 11,Nicole,"12:00-14:30 — Hop between Laforet pop-ups, 6%DOKIDOKI, and vintage sneaker shops while trying crepes and purikura booths.",Tokyo,Create shared AirDrop album for haul photos. Visit Moshi Moshi Box for free Wi-Fi & maps. Booking: Book 15:00 purikura slot at NOA Café for group shots. With Henry + Nana + Nicole + Ken Budget around £108.11 Add Soosh + 6%DOKIDOKI + Kiddy Land map pins.,Shopping,https://maps.google.com/?cid=14032878377351675573,No
Takeshita Street & Harajuku ateliers,Day 11,Ken,"12:00-14:30 — Hop between Laforet pop-ups, 6%DOKIDOKI, and vintage sneaker shops while trying crepes and purikura booths.",Tokyo,Create shared AirDrop album for haul photos. Visit Moshi Moshi Box for free Wi-Fi & maps. Booking: Book 15:00 purikura slot at NOA Café for group shots. With Henry + Nana + Nicole + Ken Budget around £108.11 Add Soosh + 6%DOKIDOKI + Kiddy Land map pins.,Shopping,https://maps.google.com/?cid=14032878377351675573,No
Takeshita Street & Harajuku ateliers,Day 11,James,"12:00-14:30 —xfs Hop between Laforet pop-ups, 6%DOKIDOKI, and vintage sneaker shops while trying crepes and purikura booths.",Tokyo,Create shared AirDrop album for haul photos. Visit Moshi Moshi Box for free Wi-Fi & maps. Booking: Book 15:00 purikura slot at NOA Café for group shots. With Henry + Nana + Nicole + Ken Budget around £108.11 Add Soosh + 6%DOKIDOKI + Kiddy Land map pins.,Shopping,https://maps.google.com/?cid=14032878377351675573,No
Cat Street design crawl,Day 11,Phil,"14:30-15:30 — Stroll Cat Street boutiques for indie fashion, vintage denim, and café pop-ups.",Tokyo Harajuku,Walk toward Omotesando; stop by Ragtag and vintage sneaker shops. Booking: None; plan 15:00 coffee stop at The Roastery by Nozy. With Henry + Nana + Nicole + Ken Budget around £27.03 Scout gift for Bayliss at Japanese design stores.,Shopping,https://maps.google.com/?cid=5056390973891085264,No
Cat Street design crawl,Day 11,Henry,"14:30-15:30 — Stroll Cat Street boutiques for indie fashion, vintage denim, and café pop-ups.",Tokyo Harajuku,Walk toward Omotesando; stop by Ragtag and vintage sneaker shops. Booking: None; plan 15:00 coffee stop at The Roastery by Nozy. With Henry + Nana + Nicole + Ken Budget around £27.03 Scout gift for Bayliss at Japanese design stores.,Shopping,https://maps.google.com/?cid=5056390973891085264,No
Cat Street design crawl,Day 11,Nana,"14:30-15:30 — Stroll Cat Street boutiques for indie fashion, vintage denim, and café pop-ups.",Tokyo Harajuku,Walk toward Omotesando; stop by Ragtag and vintage sneaker shops. Booking: None; plan 15:00 coffee stop at The Roastery by Nozy. With Henry + Nana + Nicole + Ken Budget around £27.03 Scout gift for Bayliss at Japanese design stores.,Shopping,https://maps.google.com/?cid=5056390973891085264,No
Cat Street design crawl,Day 11,Nicole,"14:30-15:30 — Stroll Cat Street boutiques for indie fashion, vintage denim, and café pop-ups.",Tokyo Harajuku,Walk toward Omotesando; stop by Ragtag and vintage sneaker shops. Booking: None; plan 15:00 coffee stop at The Roastery by Nozy. With Henry + Nana + Nicole + Ken Budget around £27.03 Scout gift for Bayliss at Japanese design stores.,Shopping,https://maps.google.com/?cid=5056390973891085264,No
Cat Street design crawl,Day 11,Ken,"14:30-15:30 — Stroll Cat Street boutiques for indie fashion, vintage denim, and café pop-ups.",Tokyo Harajuku,Walk toward Omotesando; stop by Ragtag and vintage sneaker shops. Booking: None; plan 15:00 coffee stop at The Roastery by Nozy. With Henry + Nana + Nicole + Ken Budget around £27.03 Scout gift for Bayliss at Japanese design stores.,Shopping,https://maps.google.com/?cid=5056390973891085264,No
Cat Street design crawl,Day 11,James,"14:30-15:30 — Stroll Cat Street boutiques for indie fashion, vintage denim, and café pop-ups.",Tokyo Harajuku,Walk toward Omotesando; stop by Ragtag and vintage sneaker shops. Booking: None; plan 15:00 coffee stop at The Roastery by Nozy. With Henry + Nana + Nicole + Ken Budget around £27.03 Scout gift for Bayliss at Japanese design stores.,Shopping,https://maps.google.com/?cid=5056390973891085264,No
Daikanyama T-Site slow brew,Day 11,Phil,16:00-17:00 — Sip slow-drip coffee among Tsutaya’s curated stacks and vinyl corner.,Tokyo Daikanyama,Walk 10 minutes from Shibuya or ride Tokyu Toyoko line. Booking: No booking; reserve reading table via app if staying longer. With Henry + Nana + Nicole + Ken Budget around £13.51 Pick up photobooks for Japlan scrapbooking.,Food,https://maps.google.com/?cid=16984859993834332588,No
Daikanyama T-Site slow brew,Day 11,Henry,16:00-17:00 — Sip slow-drip coffee among Tsutaya’s curated stacks and vinyl corner.,Tokyo Daikanyama,Walk 10 minutes from Shibuya or ride Tokyu Toyoko line. Booking: No booking; reserve reading table via app if staying longer. With Henry + Nana + Nicole + Ken Budget around £13.51 Pick up photobooks for Japlan scrapbooking.,Food,https://maps.google.com/?cid=16984859993834332588,No
Daikanyama T-Site slow brew,Day 11,Nana,16:00-17:00 — Sip slow-drip coffee among Tsutaya’s curated stacks and vinyl corner.,Tokyo Daikanyama,Walk 10 minutes from Shibuya or ride Tokyu Toyoko line. Booking: No booking; reserve reading table via app if staying longer. With Henry + Nana + Nicole + Ken Budget around £13.51 Pick up photobooks for Japlan scrapbooking.,Food,https://maps.google.com/?cid=16984859993834332588,No
Daikanyama T-Site slow brew,Day 11,Nicole,16:00-17:00 — Sip slow-drip coffee among Tsutaya’s curated stacks and vinyl corner.,Tokyo Daikanyama,Walk 10 minutes from Shibuya or ride Tokyu Toyoko line. Booking: No booking; reserve reading table via app if staying longer. With Henry + Nana + Nicole + Ken Budget around £13.51 Pick up photobooks for Japlan scrapbooking.,Food,https://maps.google.com/?cid=16984859993834332588,No
Daikanyama T-Site slow brew,Day 11,Ken,16:00-17:00 — Sip slow-drip coffee among Tsutaya’s curated stacks and vinyl corner.,Tokyo Daikanyama,Walk 10 minutes from Shibuya or ride Tokyu Toyoko line. Booking: No booking; reserve reading table via app if staying longer. With Henry + Nana + Nicole + Ken Budget around £13.51 Pick up photobooks for Japlan scrapbooking.,Food,https://maps.google.com/?cid=16984859993834332588,No
Daikanyama T-Site slow brew,Day 11,James,16:00-17:00 — Sip slow-drip coffee among Tsutaya’s curated stacks and vinyl corner.,Tokyo Daikanyama,Walk 10 minutes from Shibuya or ride Tokyu Toyoko line. Booking: No booking; reserve reading table via app if staying longer. With Henry + Nana + Nicole + Ken Budget around £13.51 Pick up photobooks for Japlan scrapbooking.,Food,https://maps.google.com/?cid=16984859993834332588,No
Nakameguro twilight canal walk,Day 11,Phil,"17:15-18:00 — Wander along the Meguro River lights, stopping for gelato and boutique shopping.",Tokyo Meguro,Walk or train to Nakameguro Station; check Blue Bottle for limited roast. Booking: None; hold dinner reservations for later. With Henry + Nana + Nicole + Ken Budget around £10.81 Scout interior shops for Nana’s apartment décor ideas.,Attractions,https://maps.google.com/?cid=10070035784612226703,No
Nakameguro twilight canal walk,Day 11,Henry,"17:15-18:00 — Wander along the Meguro River lights, stopping for gelato and boutique shopping.",Tokyo Meguro,Walk or train to Nakameguro Station; check Blue Bottle for limited roast. Booking: None; hold dinner reservations for later. With Henry + Nana + Nicole + Ken Budget around £10.81 Scout interior shops for Nana’s apartment décor ideas.,Attractions,https://maps.google.com/?cid=10070035784612226703,No
Nakameguro twilight canal walk,Day 11,Nana,"17:15-18:00 — Wander along the Meguro River lights, stopping for gelato and boutique shopping.",Tokyo Meguro,Walk or train to Nakameguro Station; check Blue Bottle for limited roast. Booking: None; hold dinner reservations for later. With Henry + Nana + Nicole + Ken Budget around £10.81 Scout interior shops for Nana’s apartment décor ideas.,Attractions,https://maps.google.com/?cid=10070035784612226703,No
Nakameguro twilight canal walk,Day 11,Nicole,"17:15-18:00 — Wander along the Meguro River lights, stopping for gelato and boutique shopping.",Tokyo Meguro,Walk or train to Nakameguro Station; check Blue Bottle for limited roast. Booking: None; hold dinner reservations for later. With Henry + Nana + Nicole + Ken Budget around £10.81 Scout interior shops for Nana’s apartment décor ideas.,Attractions,https://maps.google.com/?cid=10070035784612226703,No
Nakameguro twilight canal walk,Day 11,Ken,"17:15-18:00 — Wander along the Meguro River lights, stopping for gelato and boutique shopping.",Tokyo Meguro,Walk or train to Nakameguro Station; check Blue Bottle for limited roast. Booking: None; hold dinner reservations for later. With Henry + Nana + Nicole + Ken Budget around £10.81 Scout interior shops for Nana’s apartment décor ideas.,Attractions,https://maps.google.com/?cid=10070035784612226703,No
